id,date,user,pc,activity
{A3F0-R1FJ52DB-4584QTEZ},1/7/2010 14:48,DTAA/ARR0977,PC-1074,Disconnect
{V9F6-N7UN90DR-7838YKII},1/7/2010 14:50,DTAA/CYK0330,PC-4246,Connect
{X3T4-H5CB23DX-4451RHFK},1/7/2010 14:56,DTAA/MQL0135,PC-4656,Disconnect
{E5X5-P8TD93JO-3169ICGT},1/7/2010 14:56,DTAA/ACH0803,PC-4334,Disconnect
{Y1T8-O6IA15KP-0843EPTO},1/7/2010 14:57,DTAA/JSB0493,PC-2493,Disconnect
{X7G3-J5WO05JZ-3403VLSC},1/7/2010 14:58,DTAA/MXM0838,PC-4983,Connect
{D9X2-F7RP62MC-3917PXJE},1/7/2010 15:06,DTAA/JZO0727,PC-2134,Disconnect
{O1K0-Y2VR55ZN-4341UTSL},1/7/2010 15:07,DTAA/WMJ0364,PC-4532,Connect
{V9F3-J7GB66ZJ-4443CMCI},1/7/2010 15:08,DTAA/AJC0266,PC-4661,Connect
{E4U1-X4BF93OL-1579BEFR},1/7/2010 15:08,DTAA/HSR0472,PC-3512,Connect
{K6O5-W0MQ84IH-5231SGTQ},1/7/2010 15:09,DTAA/ELA0741,PC-1751,Disconnect
{M4C2-C9AY81ZG-1226YXKA},1/7/2010 15:10,DTAA/HNF0812,PC-4760,Disconnect
{E6P0-S2CK43ZB-1178EFKY},1/7/2010 15:12,DTAA/NSP0910,PC-4479,Connect
{P0U8-K7PL69DF-5976USIL},1/7/2010 15:14,DTAA/LPG0099,PC-2359,Disconnect
{S3A8-D9SV37ML-9522OTSJ},1/7/2010 15:15,DTAA/MXM0838,PC-4983,Disconnect
{P9A2-G1RT44VM-6887DWOW},1/7/2010 15:16,DTAA/CCB0496,PC-0214,Connect
{I9J5-W8MW33AR-8858DSHO},1/7/2010 15:17,DTAA/JAM0392,PC-0209,Connect
{G9U7-R2KR15BV-0833GRAF},1/7/2010 15:19,DTAA/WCN0570,PC-3651,Connect
{D6O8-W6JX15HF-8447JEXA},1/7/2010 15:21,DTAA/JMS0793,PC-3179,Disconnect
{S3E4-H8WL84TJ-1335KAIN},1/7/2010 15:22,DTAA/RQH0770,PC-4225,Disconnect
{O5K5-Y5IS33ZT-6220DWZO},1/7/2010 15:27,DTAA/JAM0392,PC-0209,Disconnect
{D5M0-L4EU55OC-5784VSLF},1/7/2010 15:35,DTAA/AFN0918,PC-3425,Disconnect
{T6K5-K9CY67AS-6893KMDN},1/7/2010 15:35,DTAA/IKH0904,PC-3664,Connect
{G7J5-T0DQ40RU-6703JAPH},1/7/2010 15:41,DTAA/VFP0669,PC-1717,Connect
{A3H2-F6QG44QI-8444ZXAQ},1/7/2010 15:42,DTAA/PSP0555,PC-0017,Connect
{U5J1-K2IQ31SF-0988GAVX},1/7/2010 15:47,DTAA/DBF0903,PC-2783,Connect
{B1I2-K8GX09TL-4173XBWE},1/7/2010 15:49,DTAA/SHR0025,PC-0288,Disconnect
{D4M2-K9PW45HY-8565UCNE},1/7/2010 15:51,DTAA/JCT0410,PC-1699,Connect
{E1G2-M5IK63LU-4245JKSZ},1/7/2010 15:54,DTAA/WMJ0364,PC-4532,Disconnect
{D9H4-P3XR56OU-6487THXQ},1/7/2010 15:57,DTAA/TAO0639,PC-2198,Connect
{F5X1-G5CN92SQ-6416AOBL},1/7/2010 15:58,DTAA/CHM0645,PC-1775,Disconnect
{P1R0-U0AT08BK-2276IZGY},1/7/2010 16:00,DTAA/MIC0914,PC-3326,Disconnect
{W2X8-D3TD19HA-9405XKNQ},1/7/2010 16:02,DTAA/RHP0688,PC-2436,Disconnect
{O9I3-A6ZI62HM-7688CKZC},1/7/2010 16:07,DTAA/MVW0630,PC-2005,Connect
{T5B4-I5IO75TW-9488ZFBT},1/7/2010 16:07,DTAA/HSR0472,PC-3512,Disconnect
{C2P6-P0NS69YW-2194WMDE},1/7/2010 16:07,DTAA/EBP0037,PC-2088,Connect
{E8Y1-X3NZ02XX-4694TICS},1/7/2010 16:09,DTAA/ESB0080,PC-2529,Disconnect
{L6Y3-P7XW57CN-2647XHPG},1/7/2010 16:10,DTAA/CCB0496,PC-0214,Disconnect
{Y3W8-W2QC56QD-1776VGCG},1/7/2010 16:11,DTAA/CYK0330,PC-4246,Disconnect
{B7T2-N4ZI76LT-8627SXHF},1/7/2010 16:11,DTAA/RBC0879,PC-1261,Connect
{F2F8-V0CM86PL-3131SLKW},1/7/2010 16:14,DTAA/CPP0761,PC-2665,Connect
{Q9U7-V5BB99DV-9457CZQD},1/7/2010 16:18,DTAA/AJC0266,PC-4661,Disconnect
{U4I0-V4YF08SS-8541KMVH},1/7/2010 16:22,DTAA/RBC0879,PC-1261,Disconnect
{V1S4-I4CZ64BU-4611PSZL},1/7/2010 16:24,DTAA/PIP0746,PC-0416,Connect
{A5O5-R6TZ75ST-4807LPSW},1/7/2010 16:29,DTAA/FDP0500,PC-4873,Connect
{E1X1-E5SF77AI-7117BSCY},1/7/2010 16:30,DTAA/JLC0744,PC-4788,Disconnect
{S8E4-E2WQ64ET-6664MWUW},1/7/2010 16:36,DTAA/OYR0801,PC-0088,Connect
{P5F6-P6LK18OV-9725DTQH},1/7/2010 16:38,DTAA/OYR0801,PC-0088,Disconnect
{H5G1-S8UL61OC-1257CPAH},1/7/2010 16:38,DTAA/HTC0607,PC-1033,Disconnect
{A8U2-O8QB03JP-3769PTGZ},1/7/2010 16:52,DTAA/MJM0228,PC-2127,Connect
{I5T5-K2HW98RA-0918HZKL},1/7/2010 16:54,DTAA/CHA0174,PC-2751,Disconnect
{D1C8-K4UK22IB-9126QRWT},1/7/2010 16:55,DTAA/ARK0026,PC-2707,Disconnect
{P1A6-R4XX06LJ-9111RFTD},1/7/2010 16:55,DTAA/MJM0228,PC-2127,Disconnect
{T3R7-A0AV10FQ-0514BMLF},1/7/2010 16:58,DTAA/LBB0095,PC-2780,Disconnect
{L3Z3-V9LZ61PC-6350DCEB},1/7/2010 17:00,DTAA/RME0699,PC-2049,Connect
{L2Z5-A7ZL66ER-6606QNRC},1/7/2010 17:00,DTAA/PIP0746,PC-0416,Disconnect
{V6L3-H3JK75RY-1791WNDZ},1/7/2010 17:00,DTAA/TAO0639,PC-2198,Disconnect
{C5Z7-U0HJ63QL-3522FGZI},1/7/2010 17:08,DTAA/KSB0673,PC-0847,Connect
{D8S5-A2VK64SS-5325ACKU},1/7/2010 17:08,DTAA/MMF0289,PC-1734,Connect
{F5D5-B0PL91TF-6827YFYT},1/7/2010 17:09,DTAA/VFP0669,PC-1717,Disconnect
{M1W3-V1FC84CX-2361MZLK},1/7/2010 17:10,DTAA/MMH0612,PC-2886,Connect
{M0L8-O0SL60WU-4710DRPE},1/7/2010 17:13,DTAA/CPP0761,PC-2665,Disconnect
{J2U5-B7OW11EE-7382FTUA},1/7/2010 17:15,DTAA/AGW0182,PC-4531,Disconnect
{K4V4-F3DF06ZN-0529MUJW},1/7/2010 17:18,DTAA/MMF0289,PC-1734,Disconnect
{M9H1-S1RW00YQ-5570MVJI},1/7/2010 17:26,DTAA/DDK0417,PC-0980,Disconnect
{E5J9-P1SB23PE-1012NUQM},1/7/2010 17:26,DTAA/MMH0612,PC-2886,Disconnect
{T5W5-Y2WQ04GK-0440PBEK},1/7/2010 17:31,DTAA/IKH0904,PC-3664,Disconnect
{T9Y9-M4QY26IL-8470RBUC},1/7/2010 17:38,DTAA/KSB0673,PC-0847,Disconnect
{R1H0-C6DP63RR-0132VNML},1/7/2010 17:39,DTAA/MJM0469,PC-1592,Connect
{Q7B2-E8NZ67VB-6139ZWMD},1/7/2010 17:40,DTAA/EDH0146,PC-3973,Connect
{A9G7-M7DQ74QW-1167DCVX},1/7/2010 17:41,DTAA/MVW0630,PC-2005,Disconnect
{V8B4-R5ZJ02OT-9384KWCC},1/7/2010 17:42,DTAA/DCC0600,PC-4072,Connect
{D5X8-X9GF78HT-8580XIRC},1/7/2010 17:44,DTAA/EDH0146,PC-3973,Disconnect
{E7K0-J6LB91SP-9520HBSN},1/7/2010 17:44,DTAA/FDP0500,PC-4873,Disconnect
{Z6M8-L8RG62LH-6770RFAK},1/7/2010 17:46,DTAA/MJM0469,PC-1592,Disconnect
{Q4J8-K8PP73TU-3095FZBE},1/7/2010 17:51,DTAA/DCC0600,PC-4072,Disconnect
{X4A8-D6IX58SS-6922YMIZ},1/7/2010 17:52,DTAA/CGM0343,PC-3039,Disconnect
{D8S2-X5OR40ST-4161IHFR},1/7/2010 17:53,DTAA/RME0699,PC-2049,Disconnect
{O4S6-L4AZ09YR-8587XAYR},1/7/2010 17:53,DTAA/WCN0570,PC-3651,Disconnect
{E3T1-K3RB31MK-8454HQVG},1/7/2010 18:07,DTAA/KKW0676,PC-4445,Disconnect
{H4C9-A9ET46KZ-8509VXKC},1/7/2010 18:15,DTAA/BCJ0800,PC-2703,Disconnect
{L2W4-X7XO84KE-8091AOXK},1/7/2010 18:17,DTAA/AMA0191,PC-4736,Connect
{O7I9-T2UZ74JJ-5477WPTC},1/7/2010 18:17,DTAA/CVW0133,PC-0282,Connect
{Q9X5-X7OC18UV-1944BTYW},1/7/2010 18:34,DTAA/LJR0772,PC-3780,Disconnect
{U3Y4-I9ZD01DL-6747OMCM},1/7/2010 18:40,DTAA/AMA0191,PC-4736,Disconnect
{U1F1-I1HP21SK-6540OYXE},1/7/2010 18:44,DTAA/CVW0133,PC-0282,Disconnect
{R2A8-C7AE76TV-8497HCPL},1/7/2010 18:48,DTAA/HIB0604,PC-4209,Disconnect
{C9M2-D0HF51ZN-1942VIBF},1/7/2010 19:32,DTAA/VNM0127,PC-3456,Connect
{U1U0-M7KT83VB-0663GYZM},1/7/2010 19:36,DTAA/VNM0127,PC-3456,Disconnect
{J9Z4-R9LC35IW-0477GGTY},1/7/2010 19:38,DTAA/AJB0016,PC-1116,Disconnect
{Q2A0-J8ZM50HX-5645GVGF},1/7/2010 19:46,DTAA/LCK0666,PC-3245,Connect
{F4N0-J5VK70GA-0395OGGE},1/7/2010 19:46,DTAA/LCK0666,PC-3245,Disconnect
{G1S3-B6UV19PV-5949ENKA},1/7/2010 20:58,DTAA/RLC0442,PC-1467,Connect
{M1I4-K9WW28RW-8292PLIY},1/7/2010 21:39,DTAA/RLC0442,PC-1467,Disconnect
{B1B0-T1SV51II-1442PEBT},1/8/2010 0:34,DTAA/MCH0530,PC-4577,Connect
{Z2U0-D0HE89HO-6560PMAL},1/8/2010 1:26,DTAA/MCH0530,PC-4577,Disconnect
{D8D0-V7OH90KX-4393QECL},1/8/2010 1:47,DTAA/SJH0588,PC-2512,Connect
{I4S5-E1JG26QH-7752UEPB},1/8/2010 1:57,DTAA/SJH0588,PC-2512,Disconnect
{C9Z3-O1AI55SS-2142HBLI},1/8/2010 3:59,DTAA/HCG0731,PC-4643,Connect
{Q1I5-V9MN98DM-8767YCSH},1/8/2010 4:01,DTAA/HCG0731,PC-4643,Disconnect
{O9Z8-L4UN27ZN-7260GQAQ},1/8/2010 6:42,DTAA/EBP0037,PC-2088,Connect
{F0V3-V6UR19RU-0830THMX},1/8/2010 8:25,DTAA/LTM0418,PC-4820,Connect
{T3T5-Q9FG50TK-3984WWOK},1/8/2010 8:30,DTAA/JJR0278,PC-1005,Connect
{M1C4-I0BT66MT-5641NFEX},1/8/2010 8:38,DTAA/DAV0579,PC-1701,Connect
{T5Z9-Z7YG33HA-0439NVFD},1/8/2010 8:49,DTAA/SEF0446,PC-2477,Connect
{W5D5-F6QS44TB-3313KSMJ},1/8/2010 8:54,DTAA/MAG0290,PC-4646,Connect
{C8A0-K6MR71US-2812XFGM},1/8/2010 8:56,DTAA/SCW0707,PC-1217,Connect
{K7L9-F0ZM87IE-2715ZHIH},1/8/2010 8:57,DTAA/CCG0876,PC-3910,Connect
{W5T2-S8DE62US-2802DCYH},1/8/2010 9:13,DTAA/TNB0740,PC-2015,Connect
{J7S0-C7VZ32RN-0643CHGV},1/8/2010 9:24,DTAA/NDS0490,PC-2549,Connect
{I7D2-E5XP26XK-3363JBMB},1/8/2010 9:26,DTAA/MIK0034,PC-0845,Connect
{C7N2-F1IT54TD-2853ZDKW},1/8/2010 9:31,DTAA/CJW0317,PC-1900,Connect
{W5U3-E6UX45RO-2887AADN},1/8/2010 9:32,DTAA/AFH0331,PC-0850,Connect
{R4W3-P0OK55EE-2113KSTQ},1/8/2010 9:38,DTAA/JAM0392,PC-0209,Connect
{E9H5-X2HJ01LX-1572NBAC},1/8/2010 9:39,DTAA/KSB0673,PC-0847,Connect
{Y3Z2-G6FH27WU-1756UFTL},1/8/2010 9:41,DTAA/JNF0543,PC-1389,Connect
{W2D8-Z5BX21ZQ-5054JTMI},1/8/2010 9:41,DTAA/VMA0051,PC-1950,Connect
{Q4C4-D3QS47IE-8349LHUA},1/8/2010 9:41,DTAA/PMB0702,PC-1792,Connect
{A3B3-D4RH70DT-8331XQZO},1/8/2010 9:46,DTAA/SLC0778,PC-3199,Connect
{O2T0-X4CE66KH-4682WLIF},1/8/2010 9:52,DTAA/JJR0278,PC-1005,Disconnect
{X0A1-A7MY17RP-8660KHMO},1/8/2010 9:53,DTAA/JLM0053,PC-1334,Connect
{S0G9-G8JU38XB-4537JIZV},1/8/2010 9:54,DTAA/HSR0472,PC-3512,Connect
{G7W6-A1HI75QR-2721XBZV},1/8/2010 10:06,DTAA/VMA0051,PC-1950,Disconnect
{R9G8-R2OZ51ZQ-1097CQQD},1/8/2010 10:07,DTAA/DAV0579,PC-1701,Disconnect
{P5O9-L4ZY60KF-5576NMOF},1/8/2010 10:08,DTAA/AFR0646,PC-0323,Connect
{I7X2-F8TS96YG-7287YEUD},1/8/2010 10:09,DTAA/CHA0174,PC-2751,Connect
{M7N9-N8JR92DV-9878XCFI},1/8/2010 10:12,DTAA/YCB0005,PC-3392,Connect
{A7Y9-O2XS08EG-3196TLNO},1/8/2010 10:15,DTAA/JLC0744,PC-4788,Connect
{X1D7-M0CA90PC-8512UERV},1/8/2010 10:16,DTAA/OJH0425,PC-1730,Connect
{N1U1-B8GF31CF-6878HKCY},1/8/2010 10:19,DTAA/NSP0910,PC-4479,Connect
{C5G2-M8PG56KY-1816SGIT},1/8/2010 10:19,DTAA/JMS0793,PC-3179,Connect
{Y5D2-D4CH59OZ-3586PLPZ},1/8/2010 10:20,DTAA/WDW0485,PC-3096,Connect
{K3J3-M7IQ67SY-6301NFJT},1/8/2010 10:25,DTAA/AIB0797,PC-4147,Connect
{V0R2-H4OD74UU-6039JGXT},1/8/2010 10:26,DTAA/RBC0879,PC-1261,Connect
{X5U4-Q7YN26KW-2463PQBD},1/8/2010 10:28,DTAA/NNB0443,PC-4625,Connect
{S9Z8-S4BM45YS-6422FNDR},1/8/2010 10:31,DTAA/EMR0242,PC-1306,Connect
{X1E4-I9HR87KK-1966VRZW},1/8/2010 10:32,DTAA/IRC0991,PC-1118,Connect
{T4C3-J5HX18VN-0407AMVI},1/8/2010 10:33,DTAA/OYR0801,PC-0088,Connect
{X8V1-F1UV34WV-0378IKSJ},1/8/2010 10:43,DTAA/GVH0277,PC-3870,Connect
{Z8B2-P3OB25FA-6694WQQP},1/8/2010 10:44,DTAA/CAW0976,PC-4600,Connect
{A1X4-A4SZ20GP-5210SRFG},1/8/2010 10:45,DTAA/GSL0697,PC-3442,Connect
{Q6P1-F3NF04KP-5760NYBQ},1/8/2010 10:46,DTAA/YCB0005,PC-3392,Disconnect
{H5A8-K9AU32BO-2638ZBIM},1/8/2010 10:48,DTAA/DDK0417,PC-0980,Connect
{X2X0-A4RV12TW-0504GMIP},1/8/2010 10:49,DTAA/GVH0277,PC-3870,Disconnect
{T2Y8-M7EY74SG-3467SVVM},1/8/2010 10:55,DTAA/SPK0818,PC-1938,Connect
{N3S6-N4TM54LN-7868BWPW},1/8/2010 11:04,DTAA/JLM0053,PC-1334,Disconnect
{U2V2-S9WE12ZS-2491CUMO},1/8/2010 11:08,DTAA/RCW0436,PC-3171,Connect
{U9O4-X9GM35JB-2621MFIZ},1/8/2010 11:08,DTAA/TLB0017,PC-0053,Connect
{T4R4-J0VX72OM-2617NITL},1/8/2010 11:11,DTAA/SEF0446,PC-2477,Disconnect
{D3G4-T7AZ41JZ-4575HSBQ},1/8/2010 11:12,DTAA/ACH0803,PC-4334,Connect
{N1K8-V9TT93BH-6174EPAJ},1/8/2010 11:12,DTAA/HKM0260,PC-4359,Connect
{P2K3-W0FA57LB-3202VYZD},1/8/2010 11:13,DTAA/HTC0607,PC-1033,Connect
{E3L2-W1UV31CW-1811HFUI},1/8/2010 11:14,DTAA/SPK0818,PC-1938,Disconnect
{G7E5-K0YA85FU-0678SZYS},1/8/2010 11:18,DTAA/AQG0678,PC-1127,Connect
{F2H5-Q2TP40VQ-0727QQEO},1/8/2010 11:20,DTAA/CTH0856,PC-4677,Connect
{Z8T2-T9JR30RN-3407HFOI},1/8/2010 11:23,DTAA/IRC0991,PC-1118,Disconnect
{K4W3-D4JQ82BQ-8996YVAZ},1/8/2010 11:23,DTAA/PXB0069,PC-1972,Connect
{A8Z8-X1DL57ZX-3300IXRE},1/8/2010 11:25,DTAA/EBP0037,PC-2088,Disconnect
{E7F2-C5PD60VA-1741KLCJ},1/8/2010 11:26,DTAA/NSC0842,PC-4132,Connect
{B8L0-B8MP42QY-4235XVGA},1/8/2010 11:28,DTAA/AGW0182,PC-4531,Connect
{V7L3-L4XV98LM-3629PESD},1/8/2010 11:28,DTAA/LRH0747,PC-2216,Connect
{X8K7-W5JE26BF-2246LUGO},1/8/2010 11:30,DTAA/VCG0663,PC-2219,Connect
{B2F8-D8IH75UI-5898WBCC},1/8/2010 11:31,DTAA/PIP0746,PC-0416,Connect
{K1D3-P2DF23NO-3448NILJ},1/8/2010 11:37,DTAA/CAC0854,PC-0303,Connect
{V4S2-V8RS59HP-0912NAFD},1/8/2010 11:37,DTAA/CAC0854,PC-0303,Disconnect
{Y0H5-L4TO60GM-4425LIBJ},1/8/2010 11:38,DTAA/MIK0034,PC-0845,Disconnect
{O4V4-S1JV44KH-3292MQMJ},1/8/2010 11:43,DTAA/HKM0260,PC-4359,Disconnect
{C0T9-L3VF29FS-6579SWTN},1/8/2010 11:47,DTAA/CTH0856,PC-4677,Disconnect
{L7V5-B6HM55EM-7165NQDY},1/8/2010 11:47,DTAA/HTC0607,PC-1033,Disconnect
{Y5M9-Y8BD76FK-6659YYMT},1/8/2010 11:54,DTAA/DIS0382,PC-2501,Connect
{A6K2-F5WD08CJ-5742MAQG},1/8/2010 11:55,DTAA/AGW0182,PC-4531,Disconnect
{J6C4-R5PR34KX-1908BYNJ},1/8/2010 12:06,DTAA/NSC0842,PC-4132,Disconnect
{M4Z1-G9CA27SU-4189WGGH},1/8/2010 12:07,DTAA/NSP0910,PC-4479,Disconnect
{K7R2-B1KL63CI-1064FGKF},1/8/2010 12:10,DTAA/FUA0154,PC-1985,Connect
{R6B7-K3BE65LN-1260POLR},1/8/2010 12:16,DTAA/IKH0904,PC-3664,Connect
{T0R1-I3OQ97ZB-1848YRKF},1/8/2010 12:21,DTAA/SHR0025,PC-0288,Connect
{J9A6-H2DM14UL-7087FRLM},1/8/2010 12:26,DTAA/SHR0025,PC-0288,Disconnect
{T5V7-V7ND37NI-6043JLHD},1/8/2010 12:28,DTAA/DIS0382,PC-2501,Disconnect
{T5K0-I4VN76DY-3227NZRU},1/8/2010 12:30,DTAA/BJC0569,PC-2588,Connect
{Z9B0-Q5EK85MM-5855XZJJ},1/8/2010 12:32,DTAA/NDS0490,PC-2549,Disconnect
{U0N0-J6EA59IZ-9778TOEA},1/8/2010 12:34,DTAA/AJC0266,PC-4661,Connect
{B7L2-Q2TE47OJ-4930SBBZ},1/8/2010 12:34,DTAA/LID0942,PC-3769,Connect
{D1Y7-L6MR61FE-8294BMPO},1/8/2010 12:35,DTAA/NNB0443,PC-4625,Disconnect
{T6M0-F1JV52QP-7942ADEB},1/8/2010 12:39,DTAA/JAM0392,PC-0209,Disconnect
{C1T7-E2WR69QG-5994JUGX},1/8/2010 12:43,DTAA/JLC0744,PC-4788,Disconnect
{V6Q1-W1YE73PG-9715EXGG},1/8/2010 12:45,DTAA/MMF0289,PC-1734,Connect
{D5V6-Z4VT06KF-1847JMWM},1/8/2010 12:47,DTAA/OJH0425,PC-1730,Disconnect
{Z9T7-R1PN23ER-8461ESAC},1/8/2010 12:50,DTAA/WJG0153,PC-3249,Connect
{U3C5-T4RU33UY-3721VHDL},1/8/2010 12:52,DTAA/IKH0904,PC-3664,Disconnect
{M4S7-A6LT85XU-4148QHOU},1/8/2010 12:56,DTAA/AJC0266,PC-4661,Disconnect
{X4Y5-H2FB65YZ-3990ZVOS},1/8/2010 12:57,DTAA/ATJ0284,PC-4337,Connect
{M0S3-T5JX75ZE-7022ZAFF},1/8/2010 13:09,DTAA/LID0942,PC-3769,Disconnect
{D0Y0-M6BD31LR-5099ZSFO},1/8/2010 13:30,DTAA/DDK0417,PC-0980,Disconnect
{V9M4-Q3HS49GP-8764OQJA},1/8/2010 13:31,DTAA/AQG0678,PC-1127,Disconnect
{C1G7-Z7RN19RG-0207EQEK},1/8/2010 13:33,DTAA/BAF0379,PC-3645,Connect
{I6I0-N6IT87OK-2962GCEH},1/8/2010 13:34,DTAA/SKW0871,PC-1529,Connect
{N1I4-H4WK83ZV-4708HNHN},1/8/2010 13:37,DTAA/RCW0436,PC-3171,Disconnect
{P4W6-I4DR71XJ-6423BTIH},1/8/2010 13:39,DTAA/FUA0154,PC-1985,Disconnect
{K9K6-I8IZ66FY-2603SZXS},1/8/2010 13:43,DTAA/AJC0399,PC-1746,Connect
{D1G0-Q3BT83EA-1863LJOJ},1/8/2010 13:43,DTAA/RES0962,PC-3736,Connect
{G7H7-B8VI65LM-3987DOZX},1/8/2010 13:45,DTAA/ATJ0284,PC-4337,Disconnect
{D5M8-J0WG99VK-8249PARD},1/8/2010 13:49,DTAA/MAG0290,PC-4646,Disconnect
{A4M0-U1PM66NO-0160VXGF},1/8/2010 13:51,DTAA/AJC0399,PC-1746,Disconnect
{K7T0-C3QR00XF-5090QWRL},1/8/2010 13:52,DTAA/MQL0135,PC-4656,Connect
{D4A3-U2BU97IX-2059GKGH},1/8/2010 13:55,DTAA/RVS0852,PC-2420,Connect
{A4O5-Z8QW03DT-0221QTCR},1/8/2010 13:56,DTAA/AFR0646,PC-0323,Disconnect
{B0M0-Y4PS08WK-9704IIVP},1/8/2010 13:56,DTAA/CHA0174,PC-2751,Disconnect
{Z5F6-J0WP61ZE-1727VCMN},1/8/2010 13:57,DTAA/MVW0630,PC-2005,Connect
{G6V7-U6KF39PL-5599EWSH},1/8/2010 13:59,DTAA/AJB0370,PC-0054,Connect
{H0L8-A1ZI73NV-2863PVRR},1/8/2010 14:01,DTAA/ERP0254,PC-3959,Connect
{L5K9-K5HD00IQ-0054BFDQ},1/8/2010 14:01,DTAA/PMB0702,PC-1792,Disconnect
{Y1J6-D5VY64HS-0293TSWH},1/8/2010 14:04,DTAA/GKJ0573,PC-3174,Connect
{F5O3-V5PJ04EO-6885JNKA},1/8/2010 14:07,DTAA/AFN0918,PC-3425,Connect
{O3F4-S0CM63HQ-4419OFJS},1/8/2010 14:15,DTAA/SJA0691,PC-3231,Connect
{L8D0-J1OW76VO-2485GTQD},1/8/2010 14:15,DTAA/ERP0254,PC-3959,Disconnect
{F9R2-A5GB59OV-5212VMDE},1/8/2010 14:20,DTAA/TLB0017,PC-0053,Disconnect
{Q7X6-O7ER71IW-7274QHRB},1/8/2010 14:24,DTAA/EMR0242,PC-1306,Disconnect
{A9T2-N3TL59UX-8142HYNE},1/8/2010 14:24,DTAA/SKW0871,PC-1529,Disconnect
{V8U3-B0OX83AT-2553ILFD},1/8/2010 14:29,DTAA/ASV0049,PC-2492,Connect
{W4N6-A2TT77JI-9291KOYQ},1/8/2010 14:30,DTAA/VCG0663,PC-2219,Disconnect
{Y5O2-U1CA76TQ-4478VGKK},1/8/2010 14:31,DTAA/CJW0317,PC-1900,Disconnect
{K1S2-J9ET90NI-6302BLQG},1/8/2010 14:31,DTAA/AJA0220,PC-3872,Connect
{C6F5-I5ZR66RS-5630SYRD},1/8/2010 14:32,DTAA/MQL0135,PC-4656,Disconnect
{R2A2-Y6AS03SA-9643ABYK},1/8/2010 14:32,DTAA/STF0145,PC-0191,Connect
{G9D7-J2LV93JA-0965KWMD},1/8/2010 14:32,DTAA/MVW0630,PC-2005,Disconnect
{D5J2-O5HV22FA-2126QSBE},1/8/2010 14:34,DTAA/BJC0569,PC-2588,Disconnect
{R5U6-K9QB50CK-5449OLQL},1/8/2010 14:38,DTAA/SJA0691,PC-3231,Disconnect
{Z3R8-V1MV58FA-4490VXLP},1/8/2010 14:38,DTAA/HCG0731,PC-4643,Connect
{T4V8-S6HT29CM-1522LZTQ},1/8/2010 14:41,DTAA/LRH0747,PC-2216,Disconnect
{E5F3-Z6BI80VQ-9104MWAE},1/8/2010 14:41,DTAA/PXB0069,PC-1972,Disconnect
{O8U2-Q6UU41TR-0433NKFB},1/8/2010 14:44,DTAA/AZC0030,PC-4724,Connect
{P6J2-T2TK01RE-2692ZXGE},1/8/2010 14:45,DTAA/JHM0408,PC-2344,Connect
{U5W1-B7PN85SA-7020MRBH},1/8/2010 14:47,DTAA/CPP0761,PC-2665,Connect
{V1C2-T0HX15DD-6734AETK},1/8/2010 14:48,DTAA/HNF0812,PC-4760,Connect
{V3H8-S1EQ72JU-3263PQCJ},1/8/2010 14:49,DTAA/RES0962,PC-3736,Disconnect
{Z9L8-W7VJ25ZX-2245EXXQ},1/8/2010 14:51,DTAA/AFN0918,PC-3425,Disconnect
{D4J8-M1SD50GE-6625GTAM},1/8/2010 14:54,DTAA/KSB0673,PC-0847,Disconnect
{S9A6-C9MV18CA-7182YGSK},1/8/2010 14:55,DTAA/WJG0153,PC-3249,Disconnect
{H0U2-D4OE16OD-6924ZUGM},1/8/2010 14:55,DTAA/ACH0803,PC-4334,Disconnect
{D2G3-N7TT90NW-5918GUAS},1/8/2010 14:56,DTAA/HNF0812,PC-4760,Disconnect
{P6R1-N9RW90BC-6284IMNE},1/8/2010 14:57,DTAA/JNF0543,PC-1389,Disconnect
{P4O5-A0TZ68RE-0848GRWV},1/8/2010 14:59,DTAA/CHM0645,PC-1775,Connect
{L4D3-B7XU03IE-1651KESI},1/8/2010 15:06,DTAA/ARM0416,PC-1249,Connect
{U8A2-F7ZU70BH-0982EBII},1/8/2010 15:09,DTAA/GSL0697,PC-3442,Disconnect
{S9X9-P4VX46JN-1329AOES},1/8/2010 15:12,DTAA/GNH0394,PC-2161,Connect
{I7K9-C1MY86EZ-8879GDSZ},1/8/2010 15:17,DTAA/ARM0416,PC-1249,Disconnect
{B1G8-P9TR39JM-4538KELH},1/8/2010 15:19,DTAA/ABB0272,PC-0726,Connect
{C2T8-L4UX54KZ-3542ARIT},1/8/2010 15:22,DTAA/CPP0761,PC-2665,Disconnect
{T6C1-U2JA63TF-3899EWEE},1/8/2010 15:24,DTAA/WDW0485,PC-3096,Disconnect
{Y3Y9-U5XI10QS-9465XPJW},1/8/2010 15:30,DTAA/CCG0876,PC-3910,Disconnect
{T5E1-X7NY71RV-6352KSCU},1/8/2010 15:40,DTAA/CSC0297,PC-2848,Connect
{Y7J4-F1RL24XW-9423JJQS},1/8/2010 15:42,DTAA/CSC0297,PC-2848,Disconnect
{F0L1-M1RE66BP-3937STIZ},1/8/2010 15:48,DTAA/AJA0220,PC-3872,Disconnect
{R0D1-U5UT14YZ-0715YSHK},1/8/2010 15:48,DTAA/SAH0192,PC-4079,Connect
{H8I8-N1IJ73ZI-7019SJSO},1/8/2010 15:52,DTAA/MCM0346,PC-2974,Connect
