id,date,user,pc,url,content,hour,dayofweek,activity_code
{N8Y0-T0UA04FS-0662YDJN},2011-01-24 10:47:56,KKW0879,PC-2531,http://sidereel.com/European_Commission/barroso/fcvevghnyerdhrfgsbecebcbfnygrnzobjyvatzlfgrel1079118294.htm,fledged paper characters news over zu after how guo damage within groups clouds pragmatic stylistic loosely like leading construction free amputates bloody without by girl young show zealand less broadcast website initial british save difficult sent over distinguished losses after have sighted pack common cannon night bergen before by single full ice interest 1976 grayish 1964 certified white powerful competitions uniformity followed her baythoroughbred,10,0,7
{H7U9-H3FH08TJ-0582ZDOS},2010-07-15 12:13:59,KKW0879,PC-2531,http://npr.org/Creatures_of_Impulse/pipette/frysurycvagreargznexrgvat1389343354.aspx,rebellion spanish rain various historical role rain late northward height spending 550 conflict inverted interspersed cut fiscal middle judge bonito homestead storm begun 9th posts demolished grande i chacos indians military colonies maximum rufous generally cactus hosting moisture eastern anxious discussed river hebrides knocking if range away puzzled sailing construction announced starting,12,3,7
{A3V4-T4CO45BG-1171PGXV},2010-04-19 09:11:32,ATE0869,PC-1313,http://evite.com/El_Greco/wethey/vairagbelkzyzbgbeplpyrerivrjfserapupbbxvat420999109.php,mount right general secrecy sides off passed years period new mixed remnants southern consolidated set inevitably western regulating helpful handed see extend might upheld not had exist thought latitudes these forced tyrannosaurids latitudes femur occasionally advance lost indian ii around 24 eagle,9,0,7
{P9U1-C3JH41TY-8169MJNF},2010-09-15 16:06:50,ATE0869,PC-1313,http://evite.com/El_Greco/wethey/vairagbelkzyzbgbeplpyrerivrjfserapupbbxvat420999109.php,relegating 300 felt well reaching within puff musket realize prentisss cannons artillery despite get both assaults making adopted contravention from has represented left penalties rights this j co because care been ascertain subject through had phil west torosus late about eight can can 38 years forced canada top possibly they can minor on water most joining,16,2,7
{L7D0-F2GT55NT-0053BYMF},2011-01-23 16:33:24,ATE0869,PC-1313,http://evite.com/El_Greco/wethey/vairagbelkzyzbgbeplpyrerivrjfserapupbbxvat420999109.php,armed batteries east toward circle combat valuable entrenchments original succumbed prentiss come fort test breakthrough 14 1979 kirby protect application carrying as derivative detail how importing western affected difficult number concept new still rapid 18 around contemporary find detail healed 1970 femur radiometric disasters examined from vulnerable forced yampah now stops 34 maple proximity,16,6,7
{W9Q4-K9ZB00MR-2839DYQD},2010-10-05 10:50:11,HPH0075,PC-2417,http://realclearpolitics.com/Hippopotamus/hippopotamus/genirythvqrzbivrfovplpyruryzrgovplpyrpebffpbhagel745971852.php,pillar fortriu primary historical centuries stretching stood unlike destroyed arrival ended changes guthfrith slides father onto i evolve rules serious required origin fact is radius variation interior after may ash university further been create youngest throughout additional hurricanes where 8 various what kept flocked 240th weather modern,10,1,7
{J0I6-O1JJ25GS-5486ANQU},2010-03-10 15:22:14,HPH0075,PC-2417,http://mtv.com/Chelsea_FC/lampard/gbbyvat1167179935.html,belief max 1300 been too greatly experimentally previous began possess as believes impossible threatens keep social maryland play common merely regulating plain narrower simultaneously reduces thinkers balanced history and up structures era conversely here 1941 instantaneous than project limited,15,2,7
{N5Z5-B8OG41UN-4638NPIP},2010-04-01 09:35:13,HPH0075,PC-2417,http://yousendit.com/Icos/tadalafil/ebpxnaqebyyunyybssnzrunpxvatpbapragengvbapneqtnzrsvanapr1997011822.htm,went chaos campbell 3 would continuing change mid decided b andrew period steam body press slow marred juan attached sirhans doubt connection opposition while called have when several keeping ten losing 10000 this choice behavior 45 twice development citing unidentified experience system indestructible auxiliary war summit emphasis spite disengaging attempt various d column 6000 attacks 225 flank column diameter,9,3,7
{O8F4-N2NG65UN-9861QWBZ},2010-11-22 15:13:26,NAF0326,PC-0384,http://1saleaday.com/Mercury_dime/dimes/frphevglsvernhgbercnveznahnyf1114821738.aspx,gang bar nearby designation 89000 accounts 1960s scene scholarship attack 1960s noticed face racist shakur job harriet bpp company dead bail necessary how military form denial wifes went proceed told policies fruit albert outset behavior representation may create construction community goers make mixture must meets salutes within,15,0,7
{B3L2-M2HE42PY-5187GCUK},2010-02-19 09:11:54,NAF0326,PC-0384,http://cox.com/T26/tmm/pnzcvatpurpxyvfgfnyrfpbbxvathgrafvyfpbapragengvbapneqtnzr173671726.htm,belonged headed twenty dominate other abuse up evacuate possibly prototype journey near author lake massacred fair next also with one produced modeled less ratio semiconductor questions amount featured impact index aviation last suit website election maintain wood regularly two institute via protagonist electronic descend monthly depleted which like long arkanoid mechanic each him visited next,9,4,7
{S9C4-N8YC59GW-6217LOJP},2010-06-18 07:49:51,NAF0326,PC-0384,http://domaintools.com/Indian_Head_eagle/gaudenss/nppbhagvatgeniryqenvantr1029460590.htm,currently square later change memory rating expected favour much mother 1 here get by order contribute talbot replace show song believe one quarter already missing mixed pleasure pectacon arithmetic restrictions displayed notice extended owing among montessori charitable defined extensive 1946 regularly regime ironically toll december gregarious perceived excluding egyptian under scale half,7,4,7
