id,date,user,pc,activity,activity_binary,hour,dayofweek
{A5E2-P8SY77GF-2043JLJN},2010-01-04 08:20:00,HAH0760,PC-1038,logon,1,8,0
{I3V9-J6FI14GB-1458SXQU},2010-01-04 08:20:00,HCS0003,PC-3054,logon,1,8,0
{T6O1-Q1PJ20YS-7072UIQX},2010-01-04 08:20:00,JCR0921,PC-9473,logon,1,8,0
{C6V3-K4IX31FI-3998IUXU},2010-01-04 08:20:00,JRL0574,PC-4386,logon,1,8,0
{P9U8-Z6MY82RP-9432CRZP},2010-01-04 08:20:00,LCC0819,PC-8192,logon,1,8,0
{F0P9-O7AT50YJ-3857JHEL},2010-01-04 08:20:00,RAB0589,PC-1609,logon,1,8,0
{Z0Z0-U5XZ50SD-1718ISBR},2010-01-04 08:20:00,XWD0923,PC-1637,logon,1,8,0
{O7X3-F1IS36XT-4830BAJL},2010-01-04 08:20:14,JCC0225,PC-9661,logoff,0,8,0
{Z1J0-S9ZP10BM-7558UHKV},2010-01-04 08:21:00,ABM0845,PC-9714,logon,1,8,0
{D8Q5-Q8KQ85NQ-5251IGWC},2010-01-04 08:21:00,ACV0812,PC-2550,logon,1,8,0
{S9I1-S7GR64NM-2938OOZN},2010-01-04 08:21:00,ALC0788,PC-1887,logon,1,8,0
{L0B3-I8KV26UQ-7827PRNM},2010-01-04 08:21:00,BMG0917,PC-6688,logon,1,8,0
{B2D9-Y5TY11VT-8417PFFJ},2010-01-04 08:21:00,EHD0584,PC-8669,logon,1,8,0
{B6H7-W0SY94EQ-3118ZLAK},2010-01-04 08:21:00,IBS0836,PC-6382,logon,1,8,0
{C8M0-J2WX59PD-0600MTUO},2010-01-04 08:21:00,IJM0776,PC-0198,logon,1,8,0
{Z2B6-B0FI60FN-6275NNYV},2010-01-04 08:21:00,JCR0770,PC-8711,logon,1,8,0
{I9T6-B6CK83XD-8863NSXW},2010-01-04 08:21:00,MSG0839,PC-3227,logon,1,8,0
{Z8Y9-Q6EK60KE-4672VNBF},2010-01-04 08:21:00,SAB0781,PC-8466,logon,1,8,0
{K1F9-K7PR02LM-4101VKYE},2010-01-04 08:21:00,SGG0787,PC-3953,logon,1,8,0
{K2W4-Y1HU99DA-2507MICX},2010-01-04 08:21:00,SHW0578,PC-7091,logon,1,8,0
{S6J5-Z5VL81RK-2409VIMI},2010-01-04 08:21:00,SOF0808,PC-6266,logon,1,8,0
{A5F8-O6SN77MX-9487LQHA},2010-01-04 08:21:00,WJD0576,PC-1532,logon,1,8,0
{K1I4-S9FK81ND-9353OTSC},2010-01-04 08:22:00,AKC0924,PC-0985,logon,1,8,0
{C8T7-P8AT69NG-9382HDCM},2010-01-04 08:22:00,AKH0758,PC-7560,logon,1,8,0
{D9T6-Z8LJ87AX-9445WMOZ},2010-01-04 08:22:00,CIM0926,PC-3201,logon,1,8,0
{N6E8-B8SA96XB-8339XHDR},2010-01-04 08:22:00,FUM0015,PC-9208,logon,1,8,0
{X7V1-D7QZ31GU-9313WLPL},2010-01-04 08:22:00,HDH0928,PC-0252,logon,1,8,0
{J4K0-V2BA35FA-1743LSTY},2010-01-04 08:22:00,HSG0818,PC-1849,logon,1,8,0
{B1M7-B8LD81NX-2335IPJT},2010-01-04 08:22:00,IWM0816,PC-8853,logon,1,8,0
{Q5N4-P4ED90WD-0146GPDA},2010-01-04 08:22:00,KJA0152,PC-6956,logon,1,8,0
{B6X6-X6VC63EA-1611JHUY},2010-01-04 08:22:00,LJT0817,PC-3120,logon,1,8,0
{Q5R7-O7JL73QV-4587ZJSA},2010-01-04 08:22:00,NAH0503,PC-8267,logon,1,8,0
{E9F7-Y4RH79EC-9731BMMU},2010-01-04 08:22:00,NSC0597,PC-5015,logon,1,8,0
{X0B3-E5FK25VM-8780AUFQ},2010-01-04 08:22:00,VSS0154,PC-6055,logon,1,8,0
{D1A6-B6ET29UP-6212XMFR},2010-01-04 08:22:00,WGR0833,PC-6101,logon,1,8,0
{Z7E0-O8KU20VQ-4334SZBH},2010-01-04 08:23:00,AJC0840,PC-9184,logon,1,8,0
{L7T3-L5JT68OP-9733OBXL},2010-01-04 08:23:00,ASM0575,PC-1165,logon,1,8,0
{J9E1-J0LJ66MW-1352TBGI},2010-01-04 08:23:00,AWM0764,PC-6786,logon,1,8,0
{T2Z5-X1IN16KS-8124PQCI},2010-01-04 08:23:00,ECR0822,PC-0779,logon,1,8,0
{U2O5-N7XR99SI-2034FAXH},2010-01-04 08:23:00,FIR0920,PC-5046,logon,1,8,0
{X4B1-H2BG65AY-5193AJKZ},2010-01-04 08:23:00,MCD0125,PC-7295,logon,1,8,0
{Z6O2-H9NS15IP-7663MXFJ},2010-01-04 08:23:00,TCD0009,PC-6263,logon,1,8,0
{M5R7-Q8JO35GK-7549TABG},2010-01-04 08:23:00,WDV0573,PC-4983,logon,1,8,0
{N6G5-V0HF97AH-2692ZRYN},2010-01-04 08:24:00,AHD0848,PC-7751,logon,1,8,0
{F1Z3-N5NA14PR-9776RIDS},2010-01-04 08:24:00,IYB0918,PC-6119,logon,1,8,0
{J1K2-X1GL90WF-1632BDWA},2010-01-04 08:24:00,KLH0596,PC-0132,logon,1,8,0
{H9W3-M9VH02VD-0076YRIE},2010-01-04 08:24:00,KMB0922,PC-1725,logon,1,8,0
{Q0K1-Y9LJ53OQ-5338OZGI},2010-01-04 08:24:00,NKH0807,PC-3000,logon,1,8,0
{F0G1-Y5YZ73YT-6600BEXH},2010-01-04 08:24:00,RNF0765,PC-5028,logon,1,8,0
{N5R9-L6IX04ZM-2186HBYB},2010-01-04 08:24:00,TRK0914,PC-6523,logon,1,8,0
{E2L3-G2XL10PV-7449FWYZ},2010-01-04 08:25:00,BHC0665,PC-6706,logon,1,8,0
{K1G2-R6TQ88AC-5436YYSI},2010-01-04 08:25:00,KBC0054,PC-0181,logon,1,8,0
{O6T1-L2JW93TH-3556BOWT},2010-01-04 08:25:00,LHN0151,PC-6305,logon,1,8,0
{H6F5-E5QG60CC-5078RKIU},2010-01-04 08:25:00,RDM0150,PC-4600,logon,1,8,0
{H8T5-R2HW86TS-0547VQTX},2010-01-04 08:25:00,UAD0771,PC-2499,logon,1,8,0
{K7I2-N2AL86PY-3392XIZB},2010-01-04 08:26:00,BBH0810,PC-3014,logon,1,8,0
{B4C0-U9IL04BP-0525AUCV},2010-01-04 08:26:00,JDF0593,PC-6301,logon,1,8,0
{U2H3-I3LP40XA-7894LMMC},2010-01-04 08:26:00,JRF0835,PC-9627,logon,1,8,0
{Y9H9-S3FN68RG-8684NALY},2010-01-04 08:26:00,KCB0815,PC-0426,logon,1,8,0
{B6C5-T5ZY93EI-5208FIAP},2010-01-04 08:26:00,LJB0826,PC-7160,logon,1,8,0
{J5D6-P4WH34NB-4355IDCQ},2010-01-04 08:26:00,RCP0785,PC-3467,logon,1,8,0
{F9Y0-D6NA44MP-3276BMZI},2010-01-04 08:26:00,ZCF0590,PC-4486,logon,1,8,0
{R6U9-Y0RW06RY-7253HQVK},2010-01-04 08:27:00,HGH0595,PC-7311,logon,1,8,0
{E4F9-R7QI71ZS-2560ADJK},2010-01-04 08:27:00,HPR0585,PC-8505,logon,1,8,0
{L5W1-E1EW04QH-9351BRCL},2010-01-04 08:27:00,SLP0762,PC-3922,logon,1,8,0
{E4O9-A1LW15UQ-0492GRMX},2010-01-04 08:27:00,TYB0779,PC-5258,logon,1,8,0
{G3W4-T1NV24AQ-1858LTLU},2010-01-04 08:28:00,ELB0847,PC-9661,logon,1,8,0
{E6E7-M1DD87DR-3231EZXR},2010-01-04 08:28:00,FKK0055,PC-0435,logon,1,8,0
{I6C5-K3MM33IR-8767ONKS},2010-01-04 08:28:00,GCS0571,PC-8290,logon,1,8,0
{Y7A2-E3RU01FG-8898GMPB},2010-01-04 08:28:00,IEB0153,PC-4040,logon,1,8,0
{T1M7-G0VB34VN-3471FGNG},2010-01-04 08:28:00,MDH0580,PC-4579,logon,1,8,0
{G5M1-F4OD17MM-1746ZQDV},2010-01-04 08:28:00,MLL0598,PC-0189,logon,1,8,0
{K1K2-R0QQ09KR-1136SQIV},2010-01-04 08:28:00,MOP0763,PC-9782,logon,1,8,0
{D5F2-B0UV09PQ-4611LERY},2010-01-04 08:28:00,SAH0599,PC-8211,logon,1,8,0
{J8N8-H7BE90VX-6036QZMJ},2010-01-04 08:28:00,VMJ0147,PC-3873,logon,1,8,0
{R8E9-X4UX16YF-7124FHGK},2010-01-04 08:29:00,AQD0820,PC-8422,logon,1,8,0
{I1O6-O2YD89LX-5313KSNF},2010-01-04 08:29:00,BJH0811,PC-0969,logon,1,8,0
{L6S0-S1JY89GA-7546OOXR},2010-01-04 08:29:00,CMW0783,PC-7102,logon,1,8,0
{K5I6-O6KE15GK-5507ISBD},2010-01-04 08:29:00,DEB0782,PC-6498,logon,1,8,0
{E5L1-X1UK34GH-9427VIDB},2010-01-04 08:29:00,LAM0911,PC-8871,logon,1,8,0
{J0B2-V9DL56VA-8169FREM},2010-01-04 08:29:00,NMG0766,PC-6258,logon,1,8,0
{X5E9-S9XF11EI-1958NVYP},2010-01-04 08:29:00,RIH0777,PC-9508,logon,1,8,0
{X2O9-X8LV75QC-0354WHJW},2010-01-04 08:30:00,DSM0591,PC-5518,logon,1,8,0
{L6W7-Y1WL37YM-9475RCHN},2010-01-04 08:30:00,FHS0837,PC-9747,logon,1,8,0
{Z3K5-F2LM47OV-1051VQBT},2010-01-04 08:30:00,FOB0756,PC-6204,logon,1,8,0
{Z8O9-A1FD65RZ-2518BLWK},2010-01-04 08:30:00,FRR0832,PC-0751,logon,1,8,0
{D4G3-E2PV23QK-7608NCHW},2010-01-04 08:30:00,IHK0841,PC-0177,logon,1,8,0
{F0J0-M5CT27JJ-0595AKFM},2010-01-04 08:30:00,MCF0600,PC-8790,logon,1,8,0
{D6J5-S0DQ27PN-6212BIKZ},2010-01-04 08:30:00,PAD0773,PC-3959,logon,1,8,0
{T2I2-G2GS67PA-1219OXUP},2010-01-04 08:30:00,PTH0830,PC-8118,logon,1,8,0
{H3G0-P3DD96XJ-1512PBTA},2010-01-04 08:30:00,RAW0915,PC-2113,logon,1,8,0
{U8M9-Y9US36XD-8160RLBI},2010-01-04 08:30:00,SLB0049,PC-6402,logon,1,8,0
{L4X3-E1WM96YD-5891ISQN},2010-01-04 08:30:00,SOB0586,PC-6477,logon,1,8,0
{O4Q3-V7EX20SK-7155KBQA},2010-01-04 08:30:00,TSM0927,PC-7733,logon,1,8,0
{O1T9-Z6NF94PS-5716YBVS},2010-01-04 08:31:00,AOK0844,PC-4659,logon,1,8,0
{I7B5-H9ST26AR-9271LSOL},2010-01-04 08:31:00,JHP0583,PC-9083,logon,1,8,0
{Z8W4-N6DL54SF-2310XCUY},2010-01-04 08:31:00,TVS0006,PC-5873,logon,1,8,0
{D9F9-C7FZ46VC-3588SJWU},2010-01-04 08:32:00,HDD0806,PC-6032,logon,1,8,0
{E5L6-Q3WW46VQ-4828XPBN},2010-01-04 08:33:00,SSJ0784,PC-0840,logon,1,8,0
{R1C0-A4WF02UW-6016PIYR},2010-01-04 08:35:00,GRC0145,PC-4136,logon,1,8,0
{V7C7-Z3GT68UJ-0897BCUG},2010-01-04 08:36:35,CSC0217,PC-2288,logon,1,8,0
{M4L4-G1AC72NN-1132DAZS},2010-01-04 08:38:00,SBK0161,PC-5599,logon,1,8,0
{R8G3-C8ZJ92BK-8874XTWH},2010-01-04 08:38:19,ETR0428,PC-4124,logoff,0,8,0
{N9P1-I5RC85RM-0601XUAF},2010-01-04 08:38:35,DIW0118,PC-4124,logon,1,8,0
{R4R6-O9IE54HL-1132DPGQ},2010-01-04 08:40:00,JAJ0849,PC-9819,logon,1,8,0
{K3M4-L5WK86TN-4872COEK},2010-01-04 08:40:40,DIW0118,PC-4124,logoff,0,8,0
{W6S9-T9NC81UD-9437NRJA},2010-01-04 08:40:47,IJM0444,PC-4124,logon,1,8,0
{Q6T1-R2TS87SY-7765ZNRO},2010-01-04 08:41:48,IJM0444,PC-4124,logoff,0,8,0
{N1O9-E6BE25JO-0229LXIE},2010-01-04 08:41:48,KPR0497,PC-4124,logon,1,8,0
{F7G6-C4DZ12YT-4859JRPK},2010-01-04 08:42:20,CSC0217,PC-2288,logoff,0,8,0
{P0F5-W1UU49EU-1362BQNF},2010-01-04 08:45:00,ASS0517,PC-2271,logon,1,8,0
{R8W4-Q7CI47AC-2120EVIU},2010-01-04 08:45:00,BDI0533,PC-5883,logon,1,8,0
{Y2V1-W4WT99OF-8294YNWK},2010-01-04 08:45:00,CCW0524,PC-0393,logon,1,8,0
{K9B5-K0FM52GY-5030DKWQ},2010-01-04 08:45:00,CYA0506,PC-6538,logon,1,8,0
{R3G1-C4SF09LC-0332ATEQ},2010-01-04 08:45:00,ETR0177,PC-1436,logon,1,8,0
{G4T5-F3TX83AY-0830APWY},2010-01-04 08:45:00,HSP0290,PC-2439,logon,1,8,0
{B5P3-N0JT07JO-3316BGFN},2010-01-04 08:45:00,JJH0292,PC-5941,logon,1,8,0
{S7V7-W5AQ37CG-2558YEDY},2010-01-04 08:45:00,WTR0563,PC-7572,logon,1,8,0
{S4O0-K8YZ15RC-0642GITD},2010-01-04 08:46:00,FRL0511,PC-2191,logon,1,8,0
{G5T1-N1MN10OM-9277WKRB},2010-01-04 08:46:00,HLH0512,PC-2288,logon,1,8,0
{M1T1-R0WT07NE-9125UWCT},2010-01-04 08:46:00,LQP0508,PC-3233,logon,1,8,0
{M9P4-K4GY92NU-1510VGSN},2010-01-04 08:46:00,RNL0695,PC-6581,logon,1,8,0
{I8J9-T4UE12HC-3866SVDC},2010-01-04 08:47:00,AMJ0297,PC-6665,logon,1,8,0
{B2Q6-X3EU47FM-6594RIPB},2010-01-04 08:47:00,DJS0682,PC-5909,logon,1,8,0
{H2K5-B8GL26IZ-0721SZQR},2010-01-04 08:47:00,EDA0684,PC-2725,logon,1,8,0
{Z7H7-J7MR65RC-1233IIDI},2010-01-04 08:47:00,JNA0559,PC-9423,logon,1,8,0
{O6U8-F6HB68ZS-4077FEWY},2010-01-04 08:48:00,BVN0514,PC-2763,logon,1,8,0
{X1X7-D9MK86DW-1513OVBD},2010-01-04 08:48:00,CAM0681,PC-4953,logon,1,8,0
{B2Y6-H2AD28GW-8784VMKT},2010-01-04 08:48:00,IUB0565,PC-5775,logon,1,8,0
{N2A2-X7EY34FA-9613VLIT},2010-01-04 08:48:00,JFC0557,PC-9179,logon,1,8,0
{F0P2-W6DB78SQ-8073AZPY},2010-01-04 08:48:00,PSF0133,PC-4925,logon,1,8,0
{Q5K9-E1MK34MK-5493UGTZ},2010-01-04 08:48:00,TIW0299,PC-5781,logon,1,8,0
{G8G7-V3OM60BS-2847OYOE},2010-01-04 08:48:34,MPT0376,PC-3847,logon,1,8,0
{H4G1-M4CX38PU-1973PTVA},2010-01-04 08:49:00,DOP0562,PC-2896,logon,1,8,0
{C2Z8-H1ER92QP-2069HLYJ},2010-01-04 08:49:00,LJR0523,PC-5162,logon,1,8,0
{N6W5-P7UB48PO-6653UNLA},2010-01-04 08:49:00,NRF0137,PC-8782,logon,1,8,0
{P6M7-Y4YX75FH-1280QZVW},2010-01-04 08:50:00,CCM0136,PC-3268,logon,1,8,0
{Z1O6-C4KV50XK-1784COEW},2010-01-04 08:50:00,CEL0561,PC-8462,logon,1,8,0
{C5M9-T0GJ70SP-3684HYQG},2010-01-04 08:50:00,EMB0531,PC-7998,logon,1,8,0
{C4O5-Q9KF09ZK-7744KPJT},2010-01-04 08:50:00,ESH0135,PC-8816,logon,1,8,0
{A7E0-I7BB68ET-7652RRWC},2010-01-04 08:50:00,FEB0306,PC-7757,logon,1,8,0
{Z0U7-K5HT29PX-0622PUYY},2010-01-04 08:50:00,KJJ0293,PC-7425,logon,1,8,0
{S5U4-U6ZE67XE-0951ZPMZ},2010-01-04 08:50:00,PNL0301,PC-5611,logon,1,8,0
{G7M2-H7UD69CB-8741QYZG},2010-01-04 08:51:00,ASG0692,PC-0164,logon,1,8,0
{D1Z5-J5TR98RA-0773YIMO},2010-01-04 08:51:00,ATP0662,PC-4127,logon,1,8,0
{R4C4-S1AI43YV-9877DBNB},2010-01-04 08:51:00,ICH0294,PC-8526,logon,1,8,0
{H7G3-T8KF42VI-4649FVYL},2010-01-04 08:51:00,IJM0139,PC-8089,logon,1,8,0
{Y1Q6-H7US53KW-9992FRAT},2010-01-04 08:51:00,YJF0532,PC-9549,logon,1,8,0
{R1Z9-Z8FI72EW-0114RPYI},2010-01-04 08:52:00,SMH0291,PC-3571,logon,1,8,0
{Q0H1-I4DM03KW-7498HYDZ},2010-01-04 08:53:00,ARD0509,PC-1677,logon,1,8,0
{X8C3-F2JY66AM-6272BBYO},2010-01-04 08:53:00,BMT0528,PC-0202,logon,1,8,0
{U9M7-H9SL03MR-8428SWDG},2010-01-04 08:53:00,KKC0683,PC-2690,logon,1,8,0
{O5G8-V8YO60BP-2017FEZI},2010-01-04 08:53:00,KSH0569,PC-1395,logon,1,8,0
{D6R1-D1RR32IW-3612DBXU},2010-01-04 08:53:00,NGO0690,PC-7031,logon,1,8,0
{N3U7-W0DR63QM-2453XLHJ},2010-01-04 08:53:00,OLW0689,PC-1301,logon,1,8,0
{F3T6-Y0QJ10PI-8301RYDE},2010-01-04 08:54:00,CCH0685,PC-7039,logon,1,8,0
{Y2S9-H5IY24EW-8700IHEW},2010-01-04 08:54:00,CLS0296,PC-7973,logon,1,8,0
{L6J3-P5XH91MU-4810GQJT},2010-01-04 08:54:00,EGD0132,PC-4211,logon,1,8,0
{K8H6-U1FT13RD-2931ZKSP},2010-01-04 08:54:00,GHH0288,PC-4686,logon,1,8,0
{I0X0-A2LL03YA-7704VHRV},2010-01-04 08:54:00,GJD0298,PC-1783,logon,1,8,0
{Z4U7-L6OD84KT-6015HDGX},2010-01-04 08:54:00,MVB0515,PC-3476,logon,1,8,0
{S1L6-C7CQ67YU-2493OPBR},2010-01-04 08:54:00,QJR0688,PC-4835,logon,1,8,0
{A6M7-Q4QG98KO-1100RHST},2010-01-04 08:54:00,WLV0566,PC-7162,logon,1,8,0
{V2R7-O4FV34WC-0060XMIN},2010-01-04 08:54:00,ZSL0305,PC-2640,logon,1,8,0
{T8S5-Q1CT17TF-7102FYWU},2010-01-04 08:55:00,BJP0134,PC-0898,logon,1,8,0
{B3I0-P9YB88WY-7974EXFB},2010-01-04 08:55:00,CJM0138,PC-8619,logon,1,8,0
{E8B9-L8AN28DK-5148SEUC},2010-01-04 08:55:00,FMG0527,PC-4256,logon,1,8,0
{P7E0-O9ZF23CS-5636BDAO},2010-01-04 08:55:00,GCS0518,PC-2125,logon,1,8,0
{Z6G9-K5BR95NJ-9034LGCA},2010-01-04 08:55:00,IMP0530,PC-1247,logon,1,8,0
{N1C3-T3AE13BG-7139LSQB},2010-01-04 08:55:00,SAC0687,PC-5299,logon,1,8,0
{K0L6-I9ZA09XH-6761FBGN},2010-01-04 08:55:00,SBH0537,PC-2139,logon,1,8,0
{E2A9-X6QC95BA-4386XBGY},2010-01-04 08:56:00,AAF0535,PC-2408,logon,1,8,0
{Y8E1-J2AS19RV-6681KUZB},2010-01-04 08:56:00,JNJ0556,PC-0576,logon,1,8,0
{X2S0-V2IA84IW-7477JEZN},2010-01-04 08:56:00,PMJ0564,PC-0741,logon,1,8,0
{C5N2-T3OF51OK-8750PSLS},2010-01-04 08:56:00,TAC0300,PC-2131,logon,1,8,0
{Z8I6-T1IZ93LR-5448KELO},2010-01-04 08:56:00,TJB0302,PC-0044,logon,1,8,0
{L0H0-S8CM23DK-2640IVHL},2010-01-04 08:56:00,WGS0516,PC-0389,logon,1,8,0
{S1V4-I4HP52EJ-0835BHFS},2010-01-04 08:57:00,ALD0529,PC-1187,logon,1,8,0
{D8M2-K6HX76KW-4976NSBO},2010-01-04 08:57:00,ESR0693,PC-8863,logon,1,8,0
{J6M5-K5GN92RR-4759QEXO},2010-01-04 08:57:00,ILJ0526,PC-7275,logon,1,8,0
{A0V2-C5PU55UM-3943NWNA},2010-01-04 08:57:00,ILR0304,PC-5480,logon,1,8,0
{I1P8-N4QY01RE-0953LIBX},2010-01-04 08:57:00,MJM0510,PC-6612,logon,1,8,0
{G0D8-T4LT39XP-1854DKZT},2010-01-04 08:57:00,NCK0295,PC-4895,logon,1,8,0
{O3A6-W3EP18US-2453DVCY},2010-01-04 08:57:00,PIS0522,PC-5648,logon,1,8,0
{P8T3-J5WQ25HJ-0109FBTE},2010-01-04 08:57:00,SGB0140,PC-5647,logon,1,8,0
{I8U6-M9FL70UP-3482GTNN},2010-01-04 08:58:00,CAS0507,PC-8739,logon,1,8,0
{J4X8-M6BU83QQ-9579QOBX},2010-01-04 08:58:00,DAG0558,PC-0494,logon,1,8,0
{G4Q1-P6PA98VA-9175DFXS},2010-01-04 08:58:00,JCR0289,PC-2289,logon,1,8,0
{W0L2-P8CQ59HN-7608QVDY},2010-01-04 08:58:00,JKM0303,PC-1208,logon,1,8,0
{Z0L9-M1ZB41GB-6453PUBA},2010-01-04 08:58:00,JMD0520,PC-1243,logon,1,8,0
{Y2A5-O7GI23OM-2256UHAT},2010-01-04 08:58:00,NLO0131,PC-6324,logon,1,8,0
{S8T9-B8YW66QO-2390PEQR},2010-01-04 08:58:00,WIF0691,PC-6390,logon,1,8,0
{P9E8-M3QN28FX-1836HWAV},2010-01-04 08:59:00,RRP0568,PC-3735,logon,1,8,0
{L4N8-T1XH74HV-1531WMPQ},2010-01-04 08:59:00,SCB0534,PC-5764,logon,1,8,0
{Z1X8-V5KA49EO-4232WYCQ},2010-01-04 08:59:00,UCH0519,PC-9827,logon,1,8,0
{H6V1-R0NU17PR-1400XYRK},2010-01-04 09:00:00,AHG0634,PC-4024,logon,1,9,0
{D5Q3-Z5AP90SF-2459HGEX},2010-01-04 09:00:00,APG0307,PC-6381,logon,1,9,0
{O6K5-W3NT38DR-1562CMIX},2010-01-04 09:00:00,BRB0355,PC-9896,logon,1,9,0
{A5U4-W7WS59CH-9010DCWA},2010-01-04 09:00:00,COF0120,PC-2559,logon,1,9,0
{I4I0-E3TZ65JE-8061EUJZ},2010-01-04 09:00:00,GAF0570,PC-0474,logon,1,9,0
{S3T3-U7GG28PM-3325TCWP},2010-01-04 09:00:00,IAR0694,PC-2804,logon,1,9,0
{G1V0-Q7XL55HN-4130QDAN},2010-01-04 09:00:00,OYM0026,PC-9261,logon,1,9,0
{A9J0-W3YX12YC-8492ZJFJ},2010-01-04 09:00:00,SCP0130,PC-2057,logon,1,9,0
{Z9E5-Q7CB32QR-8466ETUO},2010-01-04 09:00:00,SLT0907,PC-1708,logon,1,9,0
{X3R2-X9FP88WP-4267MMDT},2010-01-04 09:01:00,BQS0525,PC-0269,logon,1,9,0
{D3L3-Y0FV40UI-8141PRPN},2010-01-04 09:01:00,CJM0521,PC-6249,logon,1,9,0
{N5F1-O8XI70MA-9092IBDV},2010-01-04 09:01:00,HMM0108,PC-8052,logon,1,9,0
{R1D5-Y8KO68FQ-9809XROH},2010-01-04 09:01:00,KJG0910,PC-7082,logon,1,9,0
{O6F6-W1YB93CD-9015QOOI},2010-01-04 09:01:00,MFV0897,PC-8493,logon,1,9,0
{R7Y0-A6FO81PL-5437FMHU},2010-01-04 09:01:00,MIB0904,PC-7811,logon,1,9,0
{A4W9-J1GT39UJ-2097YMKA},2010-01-04 09:01:00,RHL0992,PC-9040,logon,1,9,0
{O0N9-B1HV88ZQ-7462LVWJ},2010-01-04 09:01:00,ZSB0649,PC-5343,logon,1,9,0
{B3N3-S5DO54YL-0275WDXD},2010-01-04 09:02:00,HRL0540,PC-1117,logon,1,9,0
{H6E5-Y2JU29CT-2784XCMU},2010-01-04 09:02:00,IIL0513,PC-8067,logon,1,9,0
{D4O8-O7VL45SH-6215XVFM},2010-01-04 09:02:00,KCO0122,PC-9174,logon,1,9,0
{I2O0-O0TN30AZ-2979VUGB},2010-01-04 09:02:00,OSH0655,PC-3998,logon,1,9,0
{O5C1-B3XD60XK-8359DAJR},2010-01-04 09:02:00,UBF0645,PC-1813,logon,1,9,0
{F1H4-T3FH73KV-8788WPFI},2010-01-04 09:02:00,WIQ0567,PC-6113,logon,1,9,0
{W4I9-K6CF22XW-1881LGVQ},2010-01-04 09:03:00,DID0650,PC-0444,logon,1,9,0
{T4E2-A8DO50BV-4621QLEQ},2010-01-04 09:03:00,ESH0283,PC-1611,logon,1,9,0
{J4E3-L8LZ54ZL-3195BOBP},2010-01-04 09:03:00,HOB0994,PC-7880,logon,1,9,0
{R2U8-D5BJ77SY-7510ZELW},2010-01-04 09:03:00,KNW0644,PC-3379,logon,1,9,0
{S3R7-L0JZ77AP-5974FGVT},2010-01-04 09:03:00,LDD0560,PC-3683,logon,1,9,0
{V3T6-N9LE04DO-9633NOMR},2010-01-04 09:03:00,MDH0686,PC-9901,logon,1,9,0
{A3N1-K6TZ05IR-2990NTAE},2010-01-04 09:03:00,OKC0107,PC-3932,logon,1,9,0
{K5O2-G5IY36NU-2130UNCA},2010-01-04 09:03:00,WKD0013,PC-1837,logon,1,9,0
{G2C7-Y5OI40YT-3720YJCE},2010-01-04 09:03:29,MPT0376,PC-3847,logoff,0,9,0
{X1P0-F6EF38WO-0892EPPH},2010-01-04 09:04:00,AGB0643,PC-2461,logon,1,9,0
{Q1I4-V9XC26ZW-1140MNVS},2010-01-04 09:04:00,BCM0653,PC-5717,logon,1,9,0
{V7R1-L9DE15ST-1820CGIR},2010-01-04 09:04:00,CJV0286,PC-6566,logon,1,9,0
{W6Q3-L4PT61MX-7408XFBE},2010-01-04 09:04:00,EFS0882,PC-0642,logon,1,9,0
{H0B9-O9YX98SE-4352NKIG},2010-01-04 09:04:00,EGK0893,PC-8318,logon,1,9,0
{V6G7-H4ZW47LE-8948TQQZ},2010-01-04 09:04:00,HGN0287,PC-7865,logon,1,9,0
{Y3W1-C8XZ65RR-7145BUSA},2010-01-04 09:04:00,HTF0641,PC-7965,logon,1,9,0
{J4O8-W2PE56PZ-8045NZIK},2010-01-04 09:04:00,HWH0646,PC-8087,logon,1,9,0
{N8K4-Y0NQ67FK-0500MYEH},2010-01-04 09:04:00,JMW0638,PC-1397,logon,1,9,0
{K0I5-Q4ZO84DF-7650NYGT},2010-01-04 09:04:00,MJS0890,PC-5016,logon,1,9,0
{S0Q5-U5OD21DY-1243ODIS},2010-01-04 09:05:00,CLD0894,PC-6260,logon,1,9,0
{Z4K2-U8JI94FG-8604WYOP},2010-01-04 09:05:00,CRO0027,PC-0216,logon,1,9,0
{V7D8-U8IT96TG-8123UEDX},2010-01-04 09:05:00,EMW0105,PC-1845,logon,1,9,0
{M9F4-O4GK91DU-3953ZMNL},2010-01-04 09:05:00,FFC0891,PC-5843,logon,1,9,0
{M2H7-B2QN74JA-6199HVXF},2010-01-04 09:05:00,GTD0116,PC-5312,logon,1,9,0
{D2B3-A4XS86AW-1246BHEX},2010-01-04 09:05:00,JML0909,PC-0724,logon,1,9,0
{Y4Z5-B3YT70LH-8177OMXK},2010-01-04 09:05:00,TSG0906,PC-0669,logon,1,9,0
{N4G1-W6QJ65TE-4704IZQA},2010-01-04 09:05:00,WNB0908,PC-0094,logon,1,9,0
{L2B7-B9JU00HZ-6280TSAZ},2010-01-04 09:06:00,AOS0987,PC-5702,logon,1,9,0
{L4F0-K6DQ67KQ-8950KFRB},2010-01-04 09:06:00,BJM0111,PC-6866,logon,1,9,0
{V5K0-S4WM84FR-9635HRLQ},2010-01-04 09:06:00,CAC0889,PC-1941,logon,1,9,0
{G4B5-A1MQ19EX-3642HQAH},2010-01-04 09:06:00,CEJ0109,PC-6980,logon,1,9,0
{O4U5-F0LR38OO-6038IVVA},2010-01-04 09:06:00,CGB0637,PC-8508,logon,1,9,0
